timestamp,range_0,range_8,range_16,range_24,range_32,range_40,range_48,range_56,range_64,range_72,range_80,range_88,range_96,range_104,range_112,range_120,range_128,range_136,range_144,range_152,range_160,range_168,range_176,range_184,range_192,range_200,range_208,range_216,range_224,range_232,range_240,range_248,range_256,range_264,range_272,range_280,range_288,range_296,range_304,range_312,range_320,range_328,range_336,range_344,range_352,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
0.820,0.263754,0.271524,0.272788,0.281443,0.296827,0.332092,0.388842,0.473289,0.605093,0.872040,1.318339,1.302899,1.306590,1.341273,1.403919,1.509196,1.655787,1.702964,1.530668,1.397809,1.306187,1.263787,1.242800,1.244693,0.894687,0.601812,0.418545,0.336793,0.284225,0.254604,0.225450,0.217853,0.205153,0.202125,0.193196,0.206374,0.207948,0.217653,0.244714,0.265615,0.315021,0.307566,0.283783,0.269336,0.264357,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.840,0.260097,0.268756,0.269763,0.284406,0.305834,0.347684,0.386726,0.477286,0.611459,0.871059,1.314918,1.296891,1.302104,1.351502,1.410396,1.510312,1.664698,1.699809,1.526791,1.391516,1.322366,1.264526,1.240670,1.254805,0.913903,0.564895,0.413951,0.337004,0.274900,0.253416,0.229711,0.219035,0.202078,0.199438,0.201013,0.199216,0.208377,0.221872,0.236706,0.276868,0.322853,0.309009,0.281314,0.271301,0.264277,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.860,0.263754,0.271524,0.272788,0.281443,0.296827,0.332092,0.388842,0.473289,0.605093,0.872040,1.318339,1.302899,1.306590,1.341273,1.403919,1.509196,1.655787,1.702964,1.530668,1.397809,1.306187,1.263787,1.242800,1.244693,0.894687,0.601812,0.418545,0.336793,0.284225,0.254604,0.225450,0.217853,0.205153,0.202125,0.193196,0.206374,0.207948,0.217653,0.244714,0.265615,0.315021,0.307566,0.283783,0.269336,0.264357,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.880,0.263939,0.259717,0.265929,0.284951,0.307919,0.346016,0.390833,0.469308,0.611045,0.880940,1.316772,1.294657,1.300221,1.348785,1.400823,1.501115,1.664417,1.708960,1.532957,1.393890,1.313632,1.268656,1.244984,1.244483,0.921318,0.574468,0.420579,0.321301,0.284746,0.250243,0.232020,0.211415,0.210334,0.198336,0.192076,0.201120,0.208944,0.223031,0.231842,0.261896,0.308833,0.324663,0.283465,0.268521,0.270923,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.900,0.257315,0.262847,0.269287,0.278849,0.314496,0.338558,0.395632,0.474232,0.613441,0.878190,1.323169,1.303367,1.300170,1.338156,1.401940,1.540199,1.655098,1.711285,1.516126,1.401469,1.306411,1.262348,1.243520,1.243943,0.917299,0.571950,0.422907,0.328318,0.270806,0.248527,0.221379,0.210270,0.205485,0.195937,0.207809,0.205746,0.213368,0.216711,0.239467,0.279327,0.321559,0.307120,0.279939,0.270130,0.257332,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.920,0.264610,0.271420,0.265929,0.280409,0.310606,0.335511,0.381817,0.474941,0.612059,0.878748,1.308614,1.299840,1.309204,1.353077,1.399823,1.512066,1.660141,1.715923,1.521096,1.389224,1.301887,1.260810,1.240376,1.242419,0.916618,0.572079,0.419361,0.334223,0.281473,0.242241,0.232848,0.211610,0.208026,0.197899,0.195830,0.202754,0.212860,0.229758,0.235281,0.270992,0.306496,0.301866,0.281176,0.267593,0.262341,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.940,0.256106,0.264089,0.271111,0.283414,0.314609,0.332556,0.399821,0.472602,0.603816,0.875863,1.315985,1.300919,1.302796,1.350419,1.410022,1.505791,1.665051,1.716330,1.520665,1.403336,1.316145,1.262494,1.243748,1.256344,0.918871,0.568879,0.428810,0.332283,0.268141,0.251695,0.232008,0.214947,0.207166,0.199055,0.200350,0.190855,0.215200,0.225646,0.243448,0.278118,0.321829,0.302513,0.274979,0.266534,0.259532,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.960,0.260276,0.265501,0.268383,0.287214,0.313171,0.344986,0.382873,0.461403,0.625215,0.878922,1.321527,1.295109,1.312123,1.338585,1.403133,1.502270,1.677037,1.703490,1.521664,1.406839,1.308943,1.259958,1.238780,1.240989,0.916018,0.571844,0.416519,0.331671,0.307954,0.247154,0.236326,0.212271,0.205668,0.203400,0.202111,0.211082,0.209565,0.224661,0.232124,0.267849,0.312720,0.315461,0.279745,0.270260,0.263500,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.980,0.256365,0.264679,0.267556,0.285025,0.309305,0.336137,0.382574,0.473241,0.613828,0.881224,1.317705,1.295130,1.305471,1.342470,1.410573,1.506934,1.662151,1.702743,1.524596,1.391281,1.320768,1.262979,1.243336,1.250211,0.922723,0.601070,0.433208,0.331640,0.297101,0.241404,0.231903,0.215162,0.211433,0.201165,0.210648,0.201022,0.208433,0.228425,0.256201,0.272608,0.313616,0.298822,0.290774,0.274128,0.258835,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.000,0.260381,0.271736,0.275405,0.285950,0.310049,0.341925,0.398526,0.472851,0.611045,0.884536,1.314057,1.300457,1.301640,1.347608,1.403835,1.510580,1.663942,1.698396,1.521443,1.394556,1.309478,1.266448,1.243666,1.254853,0.921149,0.570914,0.427979,0.331683,0.297981,0.251061,0.231651,0.219705,0.208123,0.199932,0.213311,0.207668,0.215070,0.226026,0.250459,0.279157,0.314300,0.301912,0.279841,0.275219,0.264057,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.020,0.259284,0.260463,0.273089,0.286210,0.307640,0.342547,0.392634,0.473542,0.611864,0.884239,1.311717,1.297047,1.307619,1.344877,1.402853,1.498791,1.660616,1.705235,1.520786,1.402750,1.284043,1.262727,1.237098,1.238852,0.918882,0.596447,0.417439,0.331962,0.246455,0.266706,0.233219,0.212301,0.200133,0.200386,0.202690,0.206541,0.206916,0.230580,0.246006,0.268357,0.321431,0.308390,0.276279,0.268720,0.267525,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.040,0.260872,0.254054,0.271742,0.291914,0.307831,0.345946,0.396084,0.467868,0.611923,0.871937,1.319032,1.294169,1.306115,1.351667,1.407833,1.492841,1.649697,1.707105,1.520666,1.396294,1.311982,1.272159,1.237653,1.245358,0.898911,0.596131,0.419675,0.336954,0.280795,0.256971,0.224429,0.216587,0.211696,0.201363,0.199204,0.209280,0.210563,0.221784,0.230119,0.263738,0.332827,0.303991,0.287195,0.276564,0.257882,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.060,0.263970,0.262578,0.272963,0.290954,0.309058,0.339972,0.395114,0.467226,0.625791,0.866356,1.320770,1.298277,1.304535,1.342937,1.408982,1.503511,1.664294,1.709489,1.517303,1.392590,1.312298,1.265354,1.240011,1.242235,0.928713,0.574060,0.417280,0.339743,0.272869,0.256313,0.232806,0.218900,0.209527,0.206532,0.202026,0.215602,0.209979,0.214011,0.244276,0.266612,0.304838,0.305467,0.279119,0.267274,0.254373,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.080,0.256001,0.264153,0.272096,0.286809,0.304388,0.346539,0.396636,0.471634,0.616567,0.881613,1.321367,1.299696,1.320400,1.337020,1.404562,1.510270,1.661269,1.715949,1.522829,1.390905,1.317346,1.259797,1.239957,1.235866,0.915599,0.569332,0.424353,0.335378,0.288918,0.257480,0.228969,0.213606,0.203148,0.206777,0.201073,0.198469,0.204803,0.225062,0.233811,0.279825,0.313376,0.311399,0.274274,0.273634,0.267565,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.100,0.263398,0.270682,0.281933,0.289788,0.297138,0.341684,0.402810,0.470067,0.607206,0.871308,1.308847,1.296598,1.313144,1.348556,1.405616,1.513496,1.656556,1.712969,1.525398,1.388690,1.313605,1.266407,1.248508,1.243998,0.926157,0.569339,0.407316,0.331413,0.290046,0.243564,0.237116,0.217218,0.206710,0.198125,0.199589,0.203891,0.210279,0.242299,0.239054,0.265745,0.309838,0.299926,0.274166,0.274504,0.265540,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.120,0.254155,0.267474,0.272490,0.280654,0.309248,0.350243,0.392141,0.473820,0.611446,0.872084,1.319099,1.298031,1.299549,1.345519,1.403496,1.506144,1.666672,1.703701,1.515142,1.398650,1.307225,1.263462,1.238240,1.249635,0.912217,0.565757,0.419987,0.324547,0.280105,0.238141,0.232682,0.214263,0.206647,0.198860,0.203325,0.200261,0.213243,0.237073,0.236462,0.273264,0.324584,0.313443,0.283100,0.272124,0.258820,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.140,0.247368,0.261625,0.276552,0.282296,0.313700,0.343250,0.384939,0.476384,0.613432,0.878040,1.312445,1.303112,1.302420,1.341323,1.403769,1.509579,1.654390,1.707059,1.527842,1.395454,1.317980,1.265938,1.246167,1.247933,0.918358,0.569188,0.426357,0.326165,0.284444,0.250241,0.225868,0.207202,0.207414,0.203938,0.200999,0.196904,0.202385,0.225973,0.238297,0.268195,0.314203,0.306694,0.278633,0.273951,0.258202,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.160,0.268374,0.263533,0.270183,0.283828,0.317314,0.348519,0.394816,0.471298,0.613503,0.874900,1.319206,1.301330,1.309857,1.343178,1.398134,1.505866,1.668487,1.705804,1.512082,1.391646,1.310444,1.258727,1.245353,1.244353,0.923345,0.572270,0.426313,0.335879,0.264552,0.247207,0.226192,0.213348,0.211651,0.207689,0.197144,0.207206,0.201848,0.228307,0.239598,0.268120,0.319812,0.320288,0.282359,0.275638,0.260677,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.180,0.265146,0.269196,0.270601,0.285864,0.310575,0.344466,0.396960,0.469696,0.619250,0.879999,1.312233,1.300707,1.313460,1.344784,1.407109,1.513158,1.657883,1.714954,1.524655,1.392159,1.311965,1.267234,1.245641,1.241951,0.923548,0.575936,0.407514,0.344717,0.298970,0.246466,0.229818,0.214680,0.205795,0.200042,0.197887,0.205535,0.210458,0.223066,0.250187,0.269610,0.318128,0.309168,0.284700,0.267200,0.260989,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.200,0.261802,0.267000,0.276597,0.277897,0.322219,0.344262,0.400847,0.478349,0.608293,0.870538,1.315582,1.297354,1.304948,1.343193,1.407859,1.512668,1.657458,1.708482,1.526265,1.397537,1.312046,1.261948,1.235977,1.234981,0.893184,0.603735,0.427946,0.347892,0.274219,0.246996,0.229082,0.216397,0.211339,0.199241,0.205785,0.206367,0.209033,0.227306,0.235348,0.283955,0.314711,0.304652,0.289924,0.265670,0.257357,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.220,0.262241,0.251502,0.273985,0.285065,0.314057,0.346220,0.393775,0.475208,0.615027,0.873143,1.315598,1.300726,1.313480,1.344628,1.413724,1.507721,1.654001,1.706164,1.521953,1.398033,1.316536,1.266204,1.247684,1.243442,0.898274,0.600982,0.415441,0.336351,0.293638,0.253320,0.229735,0.213336,0.211053,0.197528,0.192124,0.205512,0.212709,0.225484,0.242908,0.272336,0.315111,0.317501,0.289392,0.275174,0.262238,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.240,0.250792,0.264471,0.280704,0.293209,0.307148,0.344439,0.393648,0.474698,0.613853,0.881569,1.316659,1.295232,1.312784,1.344154,1.404599,1.498051,1.665808,1.709347,1.519718,1.402790,1.298978,1.265767,1.235405,1.239702,0.924025,0.604175,0.428863,0.328444,0.279294,0.255318,0.230792,0.210604,0.208379,0.208526,0.209217,0.207867,0.220589,0.227184,0.238652,0.269840,0.323724,0.307780,0.285329,0.265831,0.260825,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.260,0.257445,0.265639,0.274998,0.279921,0.310949,0.338066,0.385587,0.478873,0.619256,0.880975,1.322295,1.300643,1.309449,1.348050,1.409965,1.514201,1.662184,1.716711,1.518777,1.399137,1.316508,1.266903,1.245535,1.230826,0.920175,0.575681,0.414334,0.321884,0.279400,0.261241,0.225913,0.218299,0.207288,0.195720,0.196952,0.213780,0.215675,0.229748,0.239404,0.249881,0.321628,0.297663,0.286421,0.270619,0.266814,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.280,0.265440,0.262990,0.270426,0.284747,0.318536,0.341141,0.398146,0.468168,0.617780,0.878410,1.323411,1.300658,1.302840,1.339723,1.409231,1.514499,1.660100,1.706046,1.526710,1.395537,1.308917,1.268431,1.246917,1.249104,0.917574,0.571810,0.426054,0.335982,0.285908,0.242850,0.227604,0.219060,0.201162,0.201190,0.208267,0.202908,0.208965,0.225476,0.245651,0.286256,0.316486,0.295658,0.284287,0.268996,0.262766,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.300,0.257315,0.262847,0.269287,0.278849,0.314496,0.338558,0.395632,0.474232,0.613441,0.878190,1.323169,1.303367,1.300170,1.338156,1.401940,1.540199,1.655098,1.711285,1.516126,1.401469,1.306411,1.262348,1.243520,1.243943,0.917299,0.571950,0.422907,0.328318,0.270806,0.248527,0.221379,0.210270,0.205485,0.195937,0.207809,0.205746,0.213368,0.216711,0.239467,0.279327,0.321559,0.307120,0.279939,0.270130,0.257332,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.320,0.254795,0.263146,0.270368,0.290121,0.310741,0.340239,0.383137,0.481663,0.625804,0.871518,1.323282,1.299112,1.315640,1.343565,1.402656,1.511396,1.648776,1.704107,1.520523,1.401147,1.322789,1.263594,1.240127,1.242817,0.922546,0.570323,0.415483,0.328192,0.293163,0.245538,0.227318,0.214870,0.198715,0.193163,0.202596,0.192824,0.214686,0.235186,0.237151,0.276567,0.310425,0.306842,0.277462,0.274274,0.265436,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.340,0.272122,0.260033,0.273430,0.281093,0.309617,0.340328,0.394151,0.472040,0.614450,0.879338,1.319444,1.301520,1.309615,1.341777,1.411039,1.518027,1.663369,1.713378,1.516513,1.394299,1.318785,1.263689,1.240590,1.252123,0.931817,0.597077,0.423770,0.333159,0.282434,0.249814,0.224958,0.215846,0.200988,0.202357,0.190880,0.208698,0.213119,0.222699,0.236186,0.269384,0.312430,0.304605,0.280439,0.265800,0.265961,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.360,0.262171,0.261372,0.274598,0.288692,0.308589,0.341451,0.382977,0.481382,0.612279,0.867954,1.318978,1.300869,1.312027,1.355114,1.402996,1.512148,1.655613,1.705106,1.517214,1.402123,1.313790,1.265943,1.241339,1.249102,0.921354,0.604243,0.414127,0.326995,0.275722,0.243938,0.223342,0.214461,0.209023,0.191256,0.184357,0.200736,0.216992,0.225128,0.251671,0.265415,0.314823,0.315414,0.284075,0.266580,0.255139,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.380,0.254730,0.267188,0.276871,0.285391,0.306401,0.344364,0.390051,0.467426,0.603724,0.879852,1.318748,1.296829,1.306288,1.343455,1.408335,1.499212,1.647431,1.706329,1.516229,1.401442,1.320392,1.260980,1.246484,1.233741,0.919240,0.572454,0.419124,0.348830,0.288339,0.250529,0.235042,0.219063,0.204304,0.202731,0.199646,0.202623,0.217107,0.231033,0.239309,0.267194,0.311313,0.302257,0.273874,0.272257,0.262888,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.400,0.252304,0.275269,0.272844,0.288737,0.305460,0.345749,0.397343,0.473244,0.612983,0.878462,1.319191,1.294991,1.314034,1.346123,1.414590,1.507884,1.663104,1.709266,1.524396,1.399223,1.313145,1.265410,1.244412,1.241497,0.921931,0.575178,0.423977,0.336042,0.269727,0.259575,0.234188,0.214386,0.204748,0.201100,0.195767,0.205715,0.207709,0.222536,0.239426,0.263822,0.319367,0.296091,0.282130,0.272412,0.259535,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.420,0.259658,0.268514,0.276541,0.287270,0.314389,0.343922,0.396421,0.473649,0.619156,0.878328,1.317543,1.304080,1.312479,1.337090,1.402849,1.509984,1.657835,1.710936,1.523278,1.403751,1.316023,1.264489,1.241418,1.243664,0.922634,0.573987,0.431456,0.336650,0.305935,0.255349,0.227319,0.214848,0.207155,0.198102,0.210216,0.197456,0.210759,0.216328,0.234608,0.268766,0.316994,0.299100,0.282696,0.262089,0.264758,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.440,0.249835,0.259121,0.271186,0.284970,0.312738,0.337262,0.396761,0.469837,0.614710,0.880081,1.311954,1.299844,1.308307,1.338735,1.404784,1.511575,1.655356,1.704932,1.523097,1.397616,1.317750,1.267366,1.241145,1.238492,0.924746,0.596541,0.417352,0.320284,0.269571,0.242950,0.239426,0.209088,0.212107,0.201129,0.205476,0.211990,0.204976,0.222295,0.244849,0.269126,0.322742,0.308555,0.283174,0.268896,0.260898,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.460,0.254302,0.264768,0.268292,0.282047,0.307995,0.336505,0.399211,0.481780,0.607049,0.880667,1.317537,1.299918,1.312385,1.333676,1.396450,1.517640,1.667225,1.694448,1.528121,1.393598,1.312711,1.268063,1.232261,1.241218,0.912327,0.568808,0.414458,0.326181,0.281447,0.246494,0.228780,0.217015,0.212442,0.199546,0.200206,0.201864,0.208414,0.238753,0.248371,0.276735,0.323609,0.308663,0.286998,0.267690,0.267685,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.480,0.267636,0.258434,0.266637,0.291440,0.303483,0.350254,0.391565,0.473686,0.614287,0.873858,1.313138,1.295072,1.298875,1.339771,1.409012,1.510607,1.660504,1.711171,1.525192,1.397187,1.315944,1.264445,1.239933,1.243067,0.921590,0.568157,0.429112,0.336021,0.287793,0.253220,0.238955,0.210607,0.204861,0.202137,0.196853,0.200162,0.210702,0.223436,0.240420,0.274826,0.318324,0.308671,0.280668,0.278468,0.258975,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.500,0.249201,0.256625,0.247870,0.281696,0.316838,0.344651,0.399812,0.477375,0.610817,0.874116,1.320589,1.299184,1.311008,1.348246,1.402167,1.520903,1.662844,1.706926,1.525350,1.390282,1.321855,1.264027,1.245004,1.255358,0.915592,0.567396,0.426382,0.322320,0.292350,0.245239,0.236114,0.206314,0.202926,0.202068,0.202279,0.207163,0.211671,0.219479,0.235769,0.266167,0.309316,0.310639,0.282845,0.273028,0.268238,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.520,0.262349,0.261634,0.268485,0.282932,0.312206,0.342306,0.403310,0.472497,0.615780,0.872233,1.315585,1.300449,1.311149,1.337113,1.401146,1.502995,1.657071,1.709408,1.526009,1.392420,1.308437,1.264114,1.240783,1.244256,0.890575,0.575355,0.431472,0.328268,0.298376,0.251715,0.221414,0.224793,0.206208,0.198586,0.193975,0.198996,0.214190,0.223459,0.245227,0.275235,0.323760,0.293395,0.288630,0.268103,0.256748,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.540,0.269013,0.266048,0.269515,0.285201,0.310573,0.347608,0.379556,0.476582,0.608461,0.867898,1.324243,1.300985,1.305022,1.339704,1.397168,1.504433,1.664287,1.717057,1.525252,1.390364,1.307686,1.269237,1.237745,1.238365,0.895476,0.567026,0.433309,0.331760,0.276816,0.256937,0.232784,0.197333,0.200808,0.203072,0.200158,0.213295,0.216877,0.225938,0.235466,0.270246,0.322698,0.302420,0.282010,0.277180,0.257031,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.560,0.255447,0.277613,0.271646,0.284734,0.309502,0.343641,0.402639,0.466569,0.619883,0.872199,1.319113,1.303569,1.315791,1.342058,1.416476,1.506070,1.657593,1.718606,1.534469,1.393281,1.306733,1.269586,1.244702,1.243135,0.925926,0.570879,0.423251,0.330008,0.284059,0.243769,0.232127,0.216622,0.210664,0.201288,0.205857,0.205278,0.210532,0.217265,0.245915,0.262406,0.311043,0.312905,0.283560,0.270355,0.268999,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.580,0.257568,0.272742,0.275517,0.290622,0.307350,0.334866,0.389689,0.468566,0.611170,0.871985,1.320968,1.298734,1.310559,1.340146,1.408647,1.504791,1.665410,1.715741,1.522992,1.383707,1.313252,1.267534,1.237321,1.240149,0.912858,0.575141,0.425684,0.333578,0.276100,0.250966,0.229615,0.218379,0.204511,0.199126,0.203313,0.212190,0.210174,0.225773,0.245017,0.276433,0.330079,0.309849,0.283262,0.261699,0.256957,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.600,0.254127,0.263610,0.275188,0.286881,0.315317,0.344774,0.399357,0.477789,0.602297,0.879736,1.321473,1.300325,1.303278,1.343318,1.407530,1.512913,1.663915,1.715102,1.524702,1.386943,1.316192,1.264065,1.241312,1.239837,0.922597,0.601429,0.419980,0.338063,0.286006,0.256146,0.223225,0.210961,0.202797,0.199541,0.193014,0.201400,0.210378,0.232996,0.238537,0.273396,0.323513,0.292603,0.277700,0.266636,0.268650,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.620,0.259077,0.255812,0.265216,0.293834,0.316235,0.341104,0.386747,0.473742,0.618744,0.871130,1.315217,1.302457,1.306384,1.337623,1.404187,1.499608,1.654308,1.707402,1.521347,1.400107,1.319095,1.262619,1.239865,1.242940,0.917430,0.599308,0.414749,0.335442,0.266125,0.248146,0.232269,0.211459,0.207103,0.199870,0.201479,0.202807,0.211736,0.210404,0.250173,0.261396,0.303744,0.317366,0.288650,0.275982,0.259289,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.640,0.258123,0.266068,0.268244,0.290263,0.325692,0.347581,0.381063,0.468000,0.627702,0.874515,1.320850,1.300816,1.314245,1.336190,1.410782,1.515169,1.664573,1.714152,1.519557,1.396224,1.320232,1.267117,1.242020,1.240238,0.916230,0.592994,0.429111,0.323912,0.265019,0.243688,0.225544,0.215371,0.206996,0.197874,0.197989,0.203353,0.215828,0.225649,0.247899,0.266719,0.326712,0.306673,0.279454,0.260087,0.266164,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.660,0.259464,0.259499,0.274253,0.284996,0.303174,0.349034,0.392211,0.473198,0.629798,0.870258,1.318474,1.300950,1.314989,1.347444,1.397949,1.506548,1.653328,1.701709,1.524173,1.395260,1.312337,1.257743,1.242221,1.235504,0.928179,0.603566,0.417800,0.328211,0.268924,0.249243,0.234349,0.209889,0.203533,0.206596,0.208954,0.200947,0.214327,0.225621,0.238995,0.274853,0.329789,0.301297,0.289951,0.274461,0.270408,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.680,0.256532,0.257049,0.280749,0.284377,0.310327,0.341961,0.398770,0.458942,0.609959,0.873354,1.321647,1.305269,1.315682,1.344652,1.412692,1.505258,1.663001,1.703070,1.516556,1.394657,1.317544,1.272134,1.243526,1.241888,0.922252,0.577459,0.420667,0.340461,0.277572,0.254532,0.225400,0.211686,0.203298,0.203415,0.199762,0.209688,0.209239,0.219248,0.235076,0.285108,0.311553,0.300407,0.290658,0.268295,0.260580,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.700,0.257126,0.257832,0.262791,0.281510,0.304589,0.343576,0.396141,0.478142,0.628204,0.877630,1.321420,1.301287,1.299845,1.345424,1.404095,1.512093,1.661660,1.706825,1.519637,1.384510,1.304177,1.261684,1.240745,1.249940,0.916098,0.572724,0.415893,0.316518,0.277142,0.266131,0.232177,0.214748,0.207082,0.204320,0.201155,0.202529,0.218129,0.222488,0.246822,0.269110,0.317889,0.311560,0.277489,0.263677,0.261799,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.720,0.261223,0.261133,0.271059,0.282358,0.310584,0.346435,0.398063,0.465377,0.621976,0.883839,1.312716,1.303962,1.308239,1.335429,1.408119,1.503658,1.661158,1.704890,1.524632,1.405913,1.313398,1.258718,1.243590,1.239662,0.922830,0.572726,0.426317,0.333582,0.304276,0.244992,0.230249,0.212550,0.203902,0.202772,0.200055,0.201744,0.215715,0.229150,0.234857,0.278848,0.324110,0.302443,0.289333,0.265019,0.262524,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.740,0.263350,0.262941,0.269570,0.284540,0.315798,0.342332,0.392105,0.478664,0.607732,0.876636,1.321122,1.296312,1.304406,1.333723,1.404794,1.507101,1.654899,1.710152,1.517295,1.391279,1.308826,1.267434,1.244726,1.243776,0.923936,0.597270,0.429119,0.345605,0.273282,0.249291,0.225621,0.215686,0.203626,0.198413,0.202290,0.203080,0.207829,0.223648,0.244081,0.263264,0.314507,0.309228,0.288672,0.272032,0.261065,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.760,0.256609,0.260588,0.266213,0.287718,0.305455,0.336461,0.391218,0.464011,0.625231,0.870109,1.317663,1.302131,1.309928,1.340427,1.399631,1.516474,1.656539,1.712663,1.522421,1.401556,1.316213,1.266751,1.239129,1.244718,0.929113,0.571305,0.427362,0.334498,0.272735,0.247708,0.231651,0.211133,0.203421,0.200044,0.199924,0.206001,0.212269,0.221552,0.239592,0.279947,0.315014,0.304164,0.291318,0.274821,0.262232,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.780,0.264610,0.265576,0.266268,0.290856,0.306025,0.343050,0.398601,0.472273,0.613700,0.876271,1.313112,1.301663,1.311207,1.346285,1.413860,1.508361,1.670141,1.706368,1.517476,1.391292,1.321028,1.262957,1.242579,1.254714,0.913758,0.598133,0.417001,0.331014,0.272363,0.251798,0.233806,0.212827,0.209176,0.202395,0.203097,0.210480,0.213754,0.215779,0.229966,0.272805,0.320980,0.304719,0.278281,0.265234,0.263730,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
1.800,0.254774,0.259125,0.276365,0.291660,0.308049,0.341087,0.392571,0.478877,0.612560,0.872727,1.322705,1.307612,1.303305,1.347613,1.408235,1.506446,1.660952,1.705288,1.533992,1.405301,1.318495,1.268046,1.244194,1.243207,0.925119,0.601938,0.421580,0.331504,0.291106,0.246181,0.235026,0.217779,0.210822,0.201827,0.198616,0.198885,0.213551,0.213067,0.241454,0.268866,0.320015,0.303412,0.284113,0.270112,0.262842,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
